accept,suggested_website,id,name,operator,calc_postcode_district,calc_postcode_area,addr_housenumber,addr_street,addr_city,confidence,notes,,
0,https://www.london-se1.co.uk/restaurants/info/533/the-victoria,way/85166223,The Victoria,,SE1,SE,68-70,Pages Walk,London,0.9,"openai:This candidate URL explicitly mentions the exact address 68-70 Pages Walk SE1 4HL matching the pub's address and location, with a strong geo bonus and relevant pub information. Other candidates are either aggregators or less specific.;loc_ok=near_coords",,
1,https://thewindmill-lambeth.com/,way/1164917391,The Windmill,,SE1,SE,44,Lambeth High Street,London,0.9,"openai:The URL thewindmill-lambeth.com matches the pub name and exact address 44 Lambeth High St, London SE1 7JS, confirming it is the correct official website for The Windmill pub at this location.;loc_ok=address_tokens",,
1,https://www.thetwobridges.co.uk/,way/75392997,Two Bridges,,SE1,SE,,,,0.95,"openai:The URL is the official website of The Two Bridges pub at 186 Tooley Street, SE1, matching the district and very close coordinates; it is not an aggregator or social network and has strong location evidence.;loc_ok=near_coords",,
0,https://www.london-se1.co.uk/restaurants/info/770/victory-pub-and-kitchen,0b713a98-f03f-402f-865d-28b587838756,Victory,Independent,SE1,SE,,,,0.9,"openai:The URL clearly references Victory Pub & Kitchen at Waterloo with SE1 postcode and exact address Unit 1 The Balcony, Waterloo Station, matching the district SE1 and close coordinates. It is not an aggregator or social network but a local SE1 community site with direct pub info.;loc_ok=near_coords",,
1,https://waterlootap.com/,node/4067222289,Waterloo Tap,,SE1,SE,,Sutton Walk,London,0.9,"openai:The URL waterlootap.com explicitly mentions the pub's location on Sutton Walk and Concert Hall Approach in London, matching the given address and district SE1. It has the highest page evidence score and is clearly the pub's own website rather than an aggregator or unrelated site.;loc_ok=district+address",,
1,https://www.wheatsheafborough.co.uk/,way/810273931,Wheatsheaf,,SE1,SE,6,Stoney Street,London,0.95,"openai:The URL wheatsheafborough.co.uk matches the pub name and exact address 6 Stoney Street, Borough, London SE1 9AA mentioned on the page, indicating it is the official website for this Wheatsheaf pub.;loc_ok=district+address",,
1,https://stayinapub.co.uk/the-mitre-greenwich-london-stay-in-a-pub/,c80da5da-c112-4daa-bfa7-592b7e45270c,Mitre,Independent,SE10,SE,,,,0.9,"heuristic:https://stayinapub.co.uk/the-mitre-greenwich-london-stay-in-a-pub/;ai_confirmed=The URL is specifically about The Mitre in Greenwich SE10, matching the pub name and district, and describes the venue in detail including location, facilities, and nearby landmarks, indicating it is an official or dedicated site for this pub.;loc_ok=near_coords",,
0,https://www.pubsgalore.co.uk/pubs/24034/,node/12890502869,Morden Arms,,SE10,SE,1,Brand Street,London,0.9,"openai:The URL is a dedicated pub directory page specifically for Morden Arms at 1 Brand Street, SE10, matching the pub's address and district exactly, with strong geo evidence and no signs of being an aggregator or social network.;loc_ok=near_coords",,
1,https://duchyarmspub.com,relation/15903999,Duchy Arms,,SE11,SE,63,Sancroft Street,London,0.95,"heuristic:https://duchyarmspub.com/parties-and-functions;ai_confirmed=The page text excerpt explicitly mentions The Duchy Arms at 63 Sancroft Street, London SE11, matching the pub's name and address exactly, indicating this is the official site for that venue.;loc_ok=district+address",,
1,https://theoldredlion.uk/,way/1211922928,Old Red Lion,,SE11,SE,42,Kennington Park Road,London,0.95,"openai:The URL theoldredlion.uk has strong evidence of being the pub's official site, including address matching 42 Kennington Park Road SE11, and multiple pages referencing the pub with location details. It is not an aggregator or social network.;loc_ok=near_coords",,
0,https://jamespottsblog.wordpress.com/tag/the-oxymoron/,node/2153030788,Oxymoron - The Royal Oak,,SE11,SE,78,Fitzalan Street,London,0.8,"openai:This URL specifically mentions 'The Oxymoron @ The Royal Oak' with the exact address 78 Fitzalan Street SE11, matching the pub's location and name closely. It is not a social network or aggregator but a blog post focused on this pub.;loc_ok=district+address",,
1,https://www.doghouse.pub/,node/264041224,The Dog House,,SE11,SE,293,Kennington Road,London,0.95,"openai:The doghouse.pub domain matches the pub name exactly and the pages mention the exact address 293 Kennington Road SE11, confirming location. This is clearly the official website.;loc_ok=near_coords",,
0,https://www.pubsgalore.co.uk/pubs/24077/,node/264797790,The Little Apple,,SE11,SE,,,,0.8,"openai:This page is about The Little Apple in SE11 and mentions the pub's location with a good geo bonus, indicating relevance to the correct venue. Other candidates are either less location-specific or not official sites.;loc_ok=near_coords",,
1,https://www.thepilgrimpub.com/,way/422986678,The Pilgrim,,SE11,SE,247,Kennington Lane,London,0.9,"openai:The URL is the official-sounding domain for The Pilgrim Pub, with a page title and snippet referencing the SE11 5QU postcode and Kennington Lane address, matching the pub's location. It has the highest page evidence score among plausible official sites.;loc_ok=district+address",,
1,https://thetankard.pub/,node/601521583,The Tankard,,SE11,SE,111,Kennington Road,London,0.95,"openai:The URL thetankard.pub is explicitly named after the pub and the snippet mentions Kennington Road, matching the pub's address. It appears to be the official website rather than an aggregator or booking site.;loc_ok=address_tokens",,
1,https://www.thetommyfield.com/,node/264803342,The Tommyfield,Shepherd Neame,SE11,SE,185,Kennington Road,,0.95,"openai:The top candidate is the official website for The Tommyfield pub in Kennington SE11, matching the address and district. Other URLs are subpages of the same domain or less authoritative. No social networks or aggregators chosen.;loc_ok=district+address",,
1,https://www.thecrownlee.co.uk/,way/427545499,The Crown,Young's,SE12,SE,117,Burnt Ash Hill,London,0.95,"openai:The URL thecrownlee.co.uk matches the pub name The Crown, the address 117 Burnt Ash Hill, Lee, London SE12, and the operator Young's. It is clearly the pub's official website rather than an aggregator or social network.;loc_ok=district+address",,
1,https://www.thesummerfield.co.uk/,way/802738856,The Summerfield,,SE12,SE,60,Baring Road,London,0.9,"openai:The URL is the official website with the exact pub name 'The Summerfield' and describes it as a cosy pub with welcoming atmosphere, matching the pub's identity. Other candidates are mostly booking or aggregator sites, not the official pub site.;loc_ok=district+address",,
0,https://www.useyourlocal.com/pubs/joiners-arms-london-se13-9231/,node/9607793865,Joiners Arms,,SE13,SE,66,Lewisham High Street,London,0.9,"openai:The URL specifically references Joiners Arms in London SE13 with address matching Lewisham High Street, and the page has strong geographic evidence and relevant pub details, making it the best match.;loc_ok=near_coords",,
0,https://www.theukhighstreet.com/store/0/1142849/950/,way/525502439,Llama's Head Pub,,SE13,SE,26,Loampit Hill,London,0.9,"openai:The URL explicitly mentions the full address '26, Loampit Hill, London, SE13 7SW' matching the pub's address and location, indicating it is specifically about this pub. It is not an aggregator or social network and has strong geo evidence.;loc_ok=near_coords",,
1,https://www.stationhotelhithergreen.co.uk/,way/214245963,Station Hotel,,SE13,SE,14-16,Staplehurst Road,London,0.95,"openai:The URL matches the pub name and exact address (14 Staplehurst Road, Hither Green, London SE13 5NB) given in the pub data, indicating it is the official website for this specific Station Hotel.;loc_ok=district+address",,
1,https://wanderlog.com/place/details/12520919/dacre-arms,way/576049162,The Dacre Arms,,SE13,SE,11,Kingswood Place,London,0.8,"openai:The Wanderlog page clearly matches the pub's address area (Lewisham, near Blackheath) and describes the pub in detail, including historical info. It is not a social network or aggregator primarily, and has strong geo relevance and descriptive content.;loc_ok=near_coords",,
1,https://www.theshirkersrest.co.uk/,node/12532959124,The Shirker's Rest,,SE14,SE,9,Lewisham Way,London,0.95,"openai:The URL matches the pub name exactly and the page snippet mentions the correct address area (New Cross, SE14) and pub details. It is a dedicated website, not a social or aggregator site, and has the highest page evidence score among relevant candidates.;loc_ok=district+address",,
0,https://pubology.co.uk/pubs/2862.html,way/1019982948,The Telegraph at The Earl of Derby,,SE14,SE,87,Dennett's Road,London,0.9,"openai:The URL explicitly mentions the pub name and exact address 87 Dennett's Road SE14, matching the given pub location with strong geo evidence.;loc_ok=near_coords",,
0,https://www.useyourlocal.com/pubs/asylum-tavern-london-se15-9285/,node/275452092,Asylum Tavern,,SE15,SE,40-42,Asylum Road,London,0.9,"openai:This URL clearly matches the pub name and exact address 40-42 Asylum Road, SE15, with strong geo evidence and address match, indicating it is the correct page for this specific pub.;loc_ok=near_coords",,
0,https://www.pubology.co.uk/pubs/124.html,way/81199165,Carlton Tavern,,SE15,SE,,,,0.9,"openai:The URL is a dedicated pub information site mentioning the exact address 45 Culmore Road, SE15 2RQ, matching the district SE15 and close coordinates, indicating it is the correct Carlton Tavern in Peckham.;loc_ok=near_coords",,
1,https://www.thedukeofsussexse15.com/,way/284450394,Duke of Sussex,,SE15,SE,77,Friary Road,London,0.9,"openai:The URL https://www.thedukeofsussexse15.com/ is a dedicated domain with a relevant name matching the pub and area (SE15), indicating it is likely the official website. It has a good serper score and snippet describing the pub with local details. Other candidates are either aggregators or less clearly official.;loc_ok=district+address",,
0,https://www.tumblr.com/peckhampeculiar/117685726924/details-of-peckhams-new-pub-the-hope-revealed,node/3735026264,The Hope,,SE15,SE,3,Melon Road,London,0.9,"openai:The Tumblr page explicitly mentions the pub's address at 3 Melon Road, matching the given address exactly, indicating it is about the correct 'The Hope' pub in Peckham SE15.;loc_ok=district+address",,
1,https://www.thewindsoroldkentroad.co.uk/,node/303189871,The Windsor,,SE15,SE,888,Old Kent Road,London,0.95,"openai:The URL is the official website domain for The Windsor at 888 Old Kent Road, London SE15, with direct address mention and contact details matching the pub's location.;loc_ok=district+address",,
0,https://www.beerguideldn.com/pubs.php?IDKEY=288,node/7398105830,71 Enid Street,,SE16,SE,71,Enid Street,London,0.9,"openai:The URL is a dedicated London beer guide page specifically for the pub at 71 Enid Street, SE16, matching the address and location closely with strong geo evidence and relevant content about the pub.;loc_ok=near_coords",,
0,https://www.beerguideldn.com/pubs.php?IDKEY=351,50cc2439-b94a-463e-b6db-6ef610ea8439,Cloudwater Tap Room,Cloudwater Brew Co,SE16,SE,,,,0.9,"openai:The top candidate is a dedicated pub guide page explicitly for Cloudwater Tap Room in SE16 with address and contact info matching the operator Cloudwater Brew Co, showing strong location and operator relevance. Other candidates are aggregators or less direct.;loc_ok=near_coords",,
1,https://www.craftbeerjunction.co.uk/,node/9008509218,Craft Beer Junction,,SE16,SE,86,Enid Street,London,0.95,"openai:The URL is the official domain matching the pub name, with the exact address 86 Enid Street, London SE16 mentioned on the page, confirming it is the correct venue website.;loc_ok=address_tokens",,
0,https://www.beerguideldn.com/pubs.php?IDKEY=213,node/4172844859,EeBria,,SE16,SE,15,Almond Road,London,0.9,openai:The URL is specifically for Eebria Tap Room with exact address 15 Almond Road London SE16 3LR matching the pub's address and location, it is not an aggregator or social network and appears to be a dedicated guide page for this pub.,loc_ok=near_coords
1,https://enidstreettavern.com/,node/11007684249,Enid Street Tavern,,SE16,SE,87,Enid Street,,0.95,"openai:The URL enidstreettavern.com matches the pub name exactly and is described as located on Bermondsey Beer Mile, consistent with the pub's Enid Street address in SE16. Other candidates are aggregators or review sites. This is very likely the official website.;loc_ok=district+address",,
1,https://shipandwhale.com/,way/391904298,Ship & Whale,Shepherd Neame,SE16,SE,2,Gulliver Street,London,0.9,"openai:The page mentions the Ship & Whale pub in Rotherhithe with a strong geo bonus and matches the location well, indicating it is the correct venue. The other candidate is a pub wiki page, less authoritative.;loc_ok=near_coords",,
0,https://www.pubsgalore.co.uk/pubs/54582/,node/288026530,St James Tavern,,SE16,SE,72,St James's Road,London,0.9,"openai:The URL is a dedicated pub listing mentioning the correct SE16 district and the name 'St James of Bermondsey' which matches the pub's location and address closely. It has a high geo_bonus and page evidence score, indicating relevance and proximity. Other candidates are either image files or historical info pages without an official or operator website.;loc_ok=near_coords",,
0,"https://london.randomness.org.uk/wiki.cgi?Stanley_Arms,_SE16_2ET",way/952012500,Stanley Arms,,SE16,SE,,,,0.8,"openai:This URL is a dedicated page about Stanley Arms in SE16 with matching postcode and location details, indicating a focused and relevant site. Other top candidates are aggregators or social media, less likely to be the official or primary site.;loc_ok=near_coords",,
0,https://www.pubsgalore.co.uk/pubs/23875/,way/260843129,The Angel,Sam Smith's,SE16,SE,101,Bermondsey Wall East,London,0.9,"openai:The Pubsgalore page matches the exact address 101 Bermondsey Wall East SE16 and mentions Sam Smith's operator, indicating it is the correct pub's page rather than a general or unrelated site.;loc_ok=near_coords",,
1,https://www.craftunionpubs.com/blue-anchor-bermondsey,way/544344833,The Blue Anchor,,SE16,SE,251,Southwark Park Road,London,0.9,"openai:The URL is the official site of Craft Union pubs, matches the exact address 251 Southwark Park Road SE16, and is clearly about The Blue Anchor in Bermondsey, London.;loc_ok=district+address",,
1,https://www.brunel-rotherhithe.co.uk,node/273533110,The Brunel,,SE16,SE,47,Swan Road,London,0.95,"openai:The URL is clearly branded for The Brunel at Rotherhithe with the exact address 47 Swan Road SE16 4JN mentioned, and it appears to be the official site with event info, matching the pub's location and name precisely.;loc_ok=near_coords",,
0,https://www.flickr.com/photos/fjroll/6886062148,node/559985361,The Old Justice,,SE16,SE,,Farncombe Street,,0.8,"openai:The Flickr page specifically mentions The Old Justice at the corner of Bermondsey Wall East and Farncombe Street, matching the pub's address and location, making it the best geographic match among candidates.;loc_ok=district+address",,
1,https://shiprotherhithe.co.uk/,way/501842066,The Ship,,SE16,SE,39-47,St Marychurch Street,London,0.95,"openai:The URL explicitly matches the pub name and address (39-47 St Marychurch Street, Rotherhithe), with strong page evidence and geo bonus confirming location accuracy.;loc_ok=near_coords",,
0,https://www.useyourlocal.com/pubs/canterbury-arms-london-se17-9401/,node/3813864109,Canterbury Arms,,SE17,SE,2-4,,London,0.9,"openai:The URL clearly matches the pub name and address (2-4 Maddock Way, SE17) with strong geographic evidence and is not an aggregator or social network.;loc_ok=near_coords",,
0,https://www.pubsgalore.co.uk/pubs-near-railway-stations/elephant-castle/,node/605393557,Good Intent,,SE17,SE,24-26,East Street,London,0.9,"openai:This URL mentions the Good Intent pub at 24 East Street, SE17 2DN, matching the given address and location closely. It is a dedicated pub listing site rather than a social network or aggregator, and the page includes specific details and photos of the pub.;loc_ok=near_coords",,
0,https://www.allinlondon.co.uk/clubs-bars/pubs/4254-the-bell,node/605393296,The Bell,,SE17,SE,,,,0.9,"openai:The URL clearly identifies The Bell pub in Walworth with the SE17 postcode area and provides a specific address (51 East Street) matching the location. It also mentions the pub is closed, consistent with other sources. This is more relevant and location-specific than other candidates.;loc_ok=near_coords",,
0,https://www.pubsgalore.co.uk/pubs/55565/,node/605393006,The Gladstone,,SE17,SE,,,,0.9,openai:The URL is a dedicated pub listing for The Gladstone in SE17 with strong geographic relevance and detailed local description matching the pub's location, other candidates are either for a different Gladstone (SE1) or social media.,loc_ok=near_coords
1,https://www.redlionse17.co.uk/,node/293506221,The Red Lion,,SE17,SE,407,Walworth Road,London,0.9,"openai:The URL redlionse17.co.uk matches the pub name and location (Walworth Road, SE17) exactly, with the address 407 Walworth Road mentioned on the site. It is clearly the pub's own website rather than an aggregator or social network.;loc_ok=district+address",,
0,https://www.useyourlocal.com/pubs/tankard-london-se17-9378/,node/3796265638,The Tankard,,SE17,SE,178,Walworth Road,London,0.9,"openai:The URL clearly references The Tankard at 178 Walworth Road SE17 with matching address and postcode, indicating it is the correct pub's page rather than an aggregator or unrelated site.;loc_ok=near_coords",,
0,https://www.inapub.co.uk/venues/lord-clyde/woolwich/se186uf/29405,node/1199372547,Clyde,,SE18,SE,,,,0.8,"openai:This URL specifically references the Lord Clyde pub in Woolwich with the SE18 postcode and exact address, matching the district and coordinates closely. It is a venue listing rather than a social network or aggregator, providing relevant contact and facility info.;loc_ok=near_coords",,
0,https://www.pubsgalore.co.uk/pubs/24370/,node/958785623,Coopers Arms,,SE18,SE,,,,0.9,"openai:The URL explicitly references The Coopers Arms in SE18 with the full address 120 Woolwich High Street SE18, matching the district and close coordinates, indicating it is the correct pub. It is not a social network or aggregator but a dedicated pub directory with location evidence.;loc_ok=near_coords",,
0,https://www.useyourlocal.com/pubs/elephant-and-castle-london-se18-9442/,node/290869247,Elephant and Castle,,SE18,SE,18,Elephant And Castle,London,0.9,"openai:This URL specifically references the Elephant and Castle pub in London SE18 with matching address details and coordinates close to the given lat/lon, indicating a strong geographic match and relevance to the exact pub location.;loc_ok=near_coords",,
0,https://www.trustinns.co.uk/pub/castle-tavern-179-powis-street-woolwich-london-se18-6jl/,node/958790121,The Castle Tavern,,SE18,SE,179,Powis Street,London,0.9,"openai:This URL matches the exact address 179 Powis Street and district SE18, indicating it is the official operator site for this Castle Tavern location. Other candidates are either restaurant sites or aggregators.;loc_ok=near_coords",,
1,https://www.lemonrock.com/lordherbertplumstead,node/10880980667,The Lord Herbert,,SE18,SE,47,Herbert Road,London,0.9,"openai:The Lemonrock page explicitly mentions the exact address 47 Herbert Road, Plumstead, London SE18 3SZ matching the pub's location and name, with strong geo evidence and no signs of being an aggregator or social network.;loc_ok=near_coords",,
1,https://www.lemonrock.com/oldmillplumsteadcommon,way/232838695,The Old Mill,,SE18,SE,1,Old Mill Road,London,0.9,"openai:URL matches exact pub name and address '1 Old Mill Road, Plumstead, London SE18 1QG' with strong geo evidence and appears to be a dedicated pub page rather than an aggregator.;loc_ok=near_coords",,
0,https://www.pubsgalore.co.uk/pubs/65838/,node/2684055013,The Ship,,SE18,SE,205,Plumstead Common Road,London,0.8,"openai:The Pubs Galore page specifically mentions The Ship in SE18 near Plumstead Common, matching the pub's address and district, with a strong geo evidence score, indicating it is about the correct venue. Other candidates are less authoritative or are aggregators with less precise location matching.;loc_ok=near_coords",,
0,"https://london.randomness.org.uk/wiki.cgi?Railway_Bell,_SE19_1PF",way/1020264673,Railway Bell,,SE19,SE,14,Cawnpore Street,London,0.9,"openai:The URL page explicitly mentions the exact address 14 Cawnpore Street, SE19 1PF matching the pub's address and location, with strong geo evidence. It is not an aggregator or social network.;loc_ok=near_coords",,
1,https://thecolbyarms.co.uk/,way/297712176,The Colby Arms,,SE19,SE,132,Gipsy Hill,London,0.9,"openai:The URL matches the pub name exactly and the page snippet includes the full address '132 Gipsy Hill, Crystal Palace, London SE19 1PW' matching the given address and district. It appears to be the official site with contact details and social links.;loc_ok=district+address",,
0,https://www.useyourlocal.com/pubs/royal-albert-london-se19-9462/,way/111213087,The Royal Albert,Southside Pub Company,SE19,SE,42,Westow Hill,London,0.9,"openai:This URL mentions the exact address 42 Westow Hill and postcode SE19 1RX matching the pub's location, with strong page evidence and geo bonus, indicating it is the correct site for this specific Royal Albert pub.;loc_ok=near_coords",,
0,https://www.useyourlocal.com/pubs/two-towers-london-se27-9571/,way/194526301,The Two Towers,,SE19,SE,201,Gipsy Road,London,0.8,"openai:This candidate URL mentions The Two Towers pub at 201 Gipsy Road with a close postcode SE27 9QY, matching the address and name closely, and has a high geo_bonus indicating proximity. Other candidates are either general area pages or less specific.;loc_ok=near_coords",,
1,https://linktr.ee/thealexandrapenge,node/13279695976,The Alexandra,,SE20,SE,163,Parish Lane,,0.8,"openai:The linktree page explicitly mentions the exact address 163 Parish Lane and postcode SE20 7JH matching the pub's location, indicating it is the official or closely related site.;loc_ok=district+address",,
0,https://www.useyourlocal.com/pubs/anerley-arms-london-se20-9486/,way/251145063,The Anerley Arms,Samuel Smith,SE20,SE,2,Ridsdale Road,London,0.9,"openai:The URL clearly matches the pub name and address (Ridsdale Road, SE20) and has strong page evidence and geo bonus scores, indicating relevant and location-specific content. Other URLs are either aggregators or social media, less suitable as the official or primary site.;loc_ok=near_coords",,
0,https://www.sugarvine.com/restaurant/the-maple-tree-south-london/,way/997355498,The Maple Tree,,SE20,SE,52-54,Maple Road,London,0.9,"openai:The URL clearly matches the pub name and address (52-54 Maple Road, SE20) exactly, providing strong evidence it is the correct website for this Maple Tree pub in London.;loc_ok=district+address",,
1,https://www.urbanpubsandbars.com/venues/the-east-dulwich-tavern,way/59959849,East Dulwich Tavern,,SE22,SE,1,Lordship Lane,London,0.9,"openai:URL is from Urban Pubs & Bars, likely the operator or brand site, matches pub name and location (Lordship Lane, SE22) exactly, and has a high evidence score. Other candidates are aggregators or venue hire sites.;loc_ok=district+address",,
1,https://www.theactresseastdulwich.com/,way/59993524,The Actress,,SE22,SE,90,Crystal Palace Road,London,0.95,"openai:The URL matches the pub name and location exactly with address 90 Crystal Palace Road, East Dulwich, and has the highest combined evidence and geo bonus scores indicating it is the official pub website.;loc_ok=near_coords",,
1,https://www.thebishopeastdulwich.com/,way/59959811,The Bishop,,SE22,SE,25-27,Lordship Lane,London,1,"openai:The URL is the official website for The Bishop on Lordship Lane, East Dulwich, matching the pub's address and name exactly with strong geographic evidence.;loc_ok=near_coords",,
1,https://thecastlepublondon.com/,way/106895343,The Castle,,SE22,SE,280,Crystal Palace Road,,0.9,"openai:The URL explicitly matches the pub name and address (280 Crystal Palace Road, SE22 9JH) with a dedicated website, indicating it is the official site.;loc_ok=address_tokens",,
1,https://clockhousetavern.co.uk/particulars/,way/58640885,The Clock House,,SE22,SE,196a,Peckham Rye,London,0.9,"openai:The URL is for Clock House Tavern on Peckham Rye, matching the pub name and location closely; it appears to be the official independent pub site rather than an aggregator or review.;loc_ok=address_tokens",,
1,https://meatliquor.com/restaurant/the-dartmouth-arms/,way/289374236,Dartmouth Arms,,SE23,SE,7,Dartmouth Road,London,0.9,"openai:The Dartmouth Arms at 7 Dartmouth Road SE23 is now closed but was operated by MeatLiquor; this is the official operator site mentioning the exact address and closure, matching the pub location and name closely.;loc_ok=address_tokens",,
1,https://www.thegeneralnapierpub.co.uk/,node/26992533,General Napier,,SE23,SE,73,Bovill Road,London,0.95,"openai:URL explicitly matches pub name and address 73 Bovill Road, London SE23, confirming location; likely official site.;loc_ok=district+address",,
0,https://pubwiki.co.uk/LondonPubs/Sydenham/PrinceofWales.shtml,node/150609647,Prince Of Wales,,SE23,SE,52,Perry Rise,London,0.8,"openai:The URL explicitly matches the pub name and exact address 52 Perry Rise, Forest Hill, SE23, indicating a dedicated page for this specific Prince of Wales pub.;loc_ok=district+address",,
0,https://www.beerguideldn.com/pubs.408,bec3728e-39ab-4ff7-89b1-d14abea3fc73,Bird House Brewery & Tap Room,Independent,SE24,SE,,,,0.9,"openai:The URL is a dedicated page for Bird House Brewery & Tap Room with the correct SE24 postcode and address (Herne Hill), matching the pub's district and coordinates closely.;loc_ok=near_coords",,
1,https://www.urbanpubsandbars.com/venues/the-prince-regent,way/142242672,The Prince Regent,,SE24,SE,69,Dulwich Road,London,0.9,"openai:The URL is a dedicated venue page with exact address 69 Dulwich Rd, London SE24 matching the pub's address, indicating it is the official or operator site.;loc_ok=district+address",,
0,https://pubwiki.co.uk/SurreyPubs/SouthNorwood/CliftonArms.shtml,way/1232672895,Clifton Arms,,SE25,SE,21,Clifton Road,London,0.9,"openai:The URL explicitly mentions the exact address '21 Clifton Road, South Norwood SE25' matching the pub's address and district, indicating a strong match to the specific Clifton Arms pub in London SE25.;loc_ok=district+address",,
1,https://www.alberttavernsouthnorwood.co.uk/index,node/1110092576,The Albert Tavern,,SE25,SE,,Harrington Road,London,0.9,"openai:The URL https://www.alberttavernsouthnorwood.co.uk/ explicitly matches the pub name and address (65 Harrington Road, South Norwood, London SE25), which aligns closely with the given pub details. It appears to be the official site with relevant contact info and location, unlike other candidates which are directories or photo sites.;loc_ok=district+address",,
1,https://www.bricklayersarmslondon.co.uk/,way/289802013,Bricklayers Arms,,SE26,SE,189,Dartmouth Road,London,0.95,"openai:The URL matches the pub name and address exactly (189 Dartmouth Rd, London SE26), with contact details and clear pub branding, indicating it is the official website.;loc_ok=district+address",,
0,https://www.pubology.co.uk/pubs/1318.html,node/611889351,Railway Tavern,,SE26,SE,401,Southend Lane,London,0.8,"openai:The URL mentions the exact address 401 Southend Lane, SE26 5BH matching the pub's location and name, indicating a strong geographic and identity match. It is not a social network or aggregator but a pub-specific site.;loc_ok=near_coords",,
0,https://sydenhamsociety.com/directory/the-bell-public-house/,way/555937241,The Bell,,SE26,SE,59,Bell Green,London,0.9,"openai:The URL is a local directory page specifically for The Bell Public House in Sydenham, London, matching the address 59 Bell Green and district SE26 with geo bonus. It is not an aggregator or social network and provides relevant contact details.;loc_ok=near_coords",,
1,https://www.craftunionpubs.com/horns-tavern-norwood,way/452834181,Horns Tavern,,SE27,SE,40,Knights Hill,London,0.9,"openai:The Craft Union site is a known pub operator site with a dedicated page for Horns Tavern at 40 Knights Hill, London SE27, matching the pub's address and location. It is more authoritative than the Weebly site and better than aggregator sites.;loc_ok=district+address",,
1,https://www.hopepubwestnorwood.co.uk,node/264156218,The Hope,Young's,SE27,SE,49,Norwood High Street,London,0.9,"openai:URL explicitly matches the pub name and address (49 Norwood High Street, SE27) with strong geo evidence and is likely the official site.;loc_ok=near_coords",,
0,https://www.inapub.co.uk/venues/princess-alice/london/se280js/20785,way/96584368,The Princess Alice,,SE28,SE,,,,0.8,"openai:The URL clearly matches the pub name and exact postcode SE28 0JS near the given coordinates, with a strong geo bonus and detailed address, indicating it is the correct venue page rather than an aggregator or unrelated site.;loc_ok=near_coords",,
0,https://brockleymax.co.uk/brockley-max-venues/,node/2846285826,LDN Beer Dispensary,,SE4,SE,389,Brockley Road,London,0.8,"openai:The URL is a local Brockley venues site listing LDN Beer Dispensary at the correct address 389 Brockley Road SE4 2PH, matching the pub's location and name. It appears to be an operator or brand site rather than a social network or aggregator.;loc_ok=district+address",,
1,https://parlezlocal.com/,node/9510946145,Parlez,,SE4,SE,16,Coulgate Street,London,0.9,"openai:The URL parlezlocal.com explicitly matches the pub name and address 16 Coulgate Street, Brockley, London SE4 2RW, confirming it is the official site for this specific Parlez pub.;loc_ok=district+address",,
0,https://pubwiki.co.uk/LondonPubs/Deptford/WickhamArms.shtml,way/200499475,Wickham Arms,,SE4,SE,69,Upper Brockley Road,London,0.9,"openai:The URL explicitly mentions the full address '69 Upper Brockley Road' and 'Deptford SE4', matching the pub's location exactly, indicating a strong match to the specific Wickham Arms in London SE4.;loc_ok=district+address",,
0,https://www.pubology.co.uk/pubs/355.html,node/1828784790,Clarendon Arms,,SE5,SE,225,Camberwell New Road,London,0.9,"openai:The Pubology page explicitly matches the pub name and exact address 225 Camberwell New Road, SE5, with strong geo evidence, making it the best match for the Clarendon Arms in London SE5.;loc_ok=near_coords",,
0,https://www.pubsgalore.co.uk/pubs/23917/,node/3892264316,The Flying Dutchman,,SE5,SE,156,Wells Way,London,0.9,"openai:The URL matches the pub name and exact address (156 Wells Way, SE5) and is a dedicated pub directory site, not a social network or aggregator. It has strong geo evidence and page relevance.;loc_ok=near_coords",,
0,https://hermitscavelondon.cafecityguide.website/,node/12572448556,The Hermits Cave,,SE5,SE,28,Camberwell Church Street,London,0.9,"heuristic:https://hermitscavelondon.cafecityguide.website/;ai_confirmed=The URL is specifically for Hermits Cave at 28 Camberwell Church Street, London SE5, matching the pub name and address exactly, indicating it is the venue's own or dedicated page.;loc_ok=district+address",,
0,https://www.londonkensingtonguide.com/best-pubs-in-camberwell/,way/76866041,The St Georges Tavern,,SE5,SE,14,Coleman Road,,0.8,"openai:The page mentions The St Georges Tavern on Coleman Road and describes it as a classic London pub, matching the address and name. It is not a social network or aggregator and has relevant local context.;loc_ok=district+address",,
0,https://pubology.co.uk/pubs/344.html,way/579389935,The Sun of Camberwell,,SE5,SE,61-63,Coldharbour Lane,London,0.9,"openai:The URL explicitly mentions the exact address 61-63 Coldharbour Lane SE5 matching the pub's location, providing strong geographic evidence. It is not a social network or aggregator but a dedicated pub information site.;loc_ok=near_coords",,
0,https://www.pubology.co.uk/pubs/343.html,node/12572448542,The Tiger,,SE5,SE,18-19,Camberwell Green,London,0.9,"openai:The Pubology page explicitly matches the pub name and exact address 18-19 Camberwell Green, SE5, with strong geo evidence and detailed info about the pub history, making it the best match. The first candidate's URL redirects and is less direct, others are less authoritative or are photo sites.;loc_ok=near_coords",,
1,https://www.catfordcricketclub.co.uk/,node/5264614507,Catford Cricket Club,,SE6,SE,,Penerley Road,London,1,"openai:The domain catfordcricketclub.co.uk matches the pub name exactly and the site mentions the location Penerley Road, London SE6, matching the pub's address and district. Other candidate URLs are subpages of this domain. No social networks or aggregators chosen.;loc_ok=district+address",,
