calc_postcode_district,calc_postcode_area,osm_type,osm_id,id,lat,lon,name,operator,photo_url1,photo_url2,photo_url3,photo_url4,photo_url5,founded,description,has_pub_garden,has_live_music,has_food_available,has_dog_friendly,has_pool_darts,has_accommodation,addr_housenumber,addr_street,phone,website,wikidata,opening_hours,opening_hours_a,opening_hours_b,opening_hours_c,opening_hours_d,opening_hours_e,opening_hours_f,conf_description,conf_phone,conf_founded,conf_operator,conf_has_pub_garden,conf_has_live_music,has_live_sport_tv,conf_has_live_sport_tv,conf_has_food_available,conf_has_dog_friendly,conf_has_pool_darts,conf_has_accommodation,fc_status,fc_error,fc_quality_flags,fc_quality_note,,fcs_status,fcs_error,fcs_query,fcs_source_url,fcs_source_title,fcs_website_guess,fcs_website_conf,fcs_quality_flags,fcs_quality_note,
NW6,NW,way,579402933,way/579402933,51.5434539,-0.1995097,Sir Colin Campbell,,,,,,,,"The Sir Colin Campbell is an independent modern Irish pub in Kilburn, London, owned and managed by descendants of Irish émigrés. It prides itself on Irish hospitality with a contemporary outlook, and describes itself as an LGBTQI+ friendly, inclusive and safe space. A standout feature is live traditional Irish music every Saturday and Sunday evening. The pub also shows major sporting fixtures on Sky Sports and TNT on two big screens, and hosts events including a weekly pub quiz. Food includes Pieminister pies (with sides and desserts) and a pizza menu for snacking.",,TRUE,TRUE,,,,264-266,Kilburn High Road,+44 20 3021 1831,https://www.sircc.pub,,Mo-Su 11:00-00:00,,,,,,,0.9,0.95,0,0,0,0.98,TRUE,0.95,0.9,0,0,0,ok,,,,,,,,,,,,,,
NW6,NW,way,70320037,way/70320037,51.5348209,-0.2045072,The Alice House,,,,,,,,"Alice House is a comfortable, lively neighbourhood social with relaxed work-spaces by day and a social bar atmosphere by night. It offers fair trade coffee and seasonal food, including weekday lunches, Saturday brunch and Sunday roasts, alongside sustainably sourced food. In the evenings it serves independent local beers and wine, plus seasonal cocktails. The venue is described as a place to meet friends, enjoy an evening meal, or host an event where everyone is made to feel welcome. The page lists two London locations: West Hampstead and Queen’s Park, with bar and kitchen hours and phone contacts for each.",,,TRUE,,,,53-55,Salusbury Road,,https://alicehouse.co.uk/,,"Mo-Sa 09:30-24:00; Su 00:00-01:00,09:30-23:00",,,,,,,0.86,0.55,0,0,0,0,,0,0.95,0,0,0,ok,,,,,,,,,,,,,,
NW6,NW,way,1238928087,way/1238928087,51.5510363,-0.2010547,The Alliance,,,,,,,,"The Alliance is a pub in North West London that’s been restored and relaunched as a welcoming hub for food, service and great pints. Loci Pubs describes it as part of a wider family of pubs, with a focus on “proper pub food” including comfort food, bar snacks and fully loaded Sunday roasts, plus healthy, seasonal and vegan options. The menu changes regularly and includes “Alliance classics.” The pub also runs themed nights such as trivia, gaming and other events, creating a vibrant atmosphere for regulars in West Hampstead.",,,TRUE,,,,40-42,Mill Lane,+44 2077 942860,https://locipubs.com/alliance/,,Mo-Sa 12:00-23:00, Su 12:00-21:00,,,,,,0.86,0,0,0.72,0,0,,0,0.95,0,0,0,ok,,,,,,,,,,,,,,
NW6,NW,way,380853128,way/380853128,51.5419117,-0.1808379,The Arches Wine Bar & Restaurant,,,,,,,,"Tucked beneath the graceful arches in Swiss Cottage, this wine bar and kitchen is a cosy mid-week escape with an emphasis on an extensive, carefully curated wine list. Expect a proper food menu alongside small plates and hearty mains, with vegetarian, vegan and gluten-free options available. Live music runs weekly on Tuesdays, Wednesdays and Thursdays from 20:00–22:00, making it a great spot for an evening out. Open late most days, with Monday from 4pm and weekend lunchtime openings—ideal for a relaxed glass and a bite.",,TRUE,TRUE,,,,7,Fairhazel Gardens,020 7624 1867,https://thearcheswinebar.co.uk/,,Mo-Sa 12:00-20:00, Su 12:00-19:00,,,,,,0.86,0.9,0,0.55,0,0.95,,0,0.95,0,0,0,,,,,,ok,,"""The Arches Wine Bar & Restaurant"" 7 Fairhazel Gardens London pub",https://thearcheswinebar.co.uk/menus-and-events,What We Offer | Arches Wine Bar,https://thearcheswinebar.co.uk/,0.95,,,
NW6,NW,node,4020316989,node/4020316989,51.551175,-0.1918711,The Black Lion,,,,,,,,"The Black Lion in West Hampstead is a lively pub known for “feel-good” pub food, legendary cocktails and craft beer. It has a spacious sun-trap beer garden and offers menus for lunch or dinner, including a new Prix Fixe menu (12–8pm Monday–Thursday) and seasonal Spring/Summer options. The venue also runs regular events such as Rockeoke (karaoke with a live band) and “LIVE AT THE LION” with epic live bands on Friday and Saturday nights. It’s also set up for live sport, with Sky Sports and TNT Sports, and provides facilities like WiFi, disabled facilities, and family-friendly options.",TRUE,TRUE,TRUE,TRUE,,,295-297,West End Lane,,https://www.theblacklionnw6.co.uk/,,,,,,,,,0.93,0,0,0,0.95,0.95,TRUE,0.9,0.95,0.85,0,0,ok,,,,,,,,,,,,,,
NW6,NW,way,172055438,way/172055438,51.5437022,-0.1998333,The Black Lion,,https://commons.wikimedia.org/wiki/Special:FilePath/The_Black_Lion%2C_Kilburn_High_Road_-_geograph.org.uk_-_490934.jpg,,,,,,"The Black Lion is a beautiful period building in Kilburn, North West London, combining a bar and dining room within stunning Grade II listed interiors. It’s an iconic Grade 2* listed pub and dining room opposite the Kiln theatre and a short walk from Brondesbury overground and Kilburn tube stations. The venue offers real ales, ciders, an eclectic wine list and beers on tap from around the world. Food is described as not standard pub fare, with vegetarian and vegan dishes plus meat, fish and bread from charcoal ovens, including dishes influenced by north Indian cuisine. There’s a bar snack and lunch menu, and a full menu in the dining room.",,,TRUE,,,TRUE,274,Kilburn High Road,+44-20-7624-1424,https://blacklionkilburn.co.uk/,Q16707717,Mo-Fr 16:00-00:00, Sa 12:00-00:00, Su 12:00-23:00,,,,,0.93,0,0,0,0,0,,0,0.95,0,0,0.9,ok,,,,,,,,,,,,,,
NW6,NW,way,121897859,way/121897859,51.5408602,-0.2048174,The Kilburn Arms,,,,,,,,,,,TRUE,,,TRUE,99-101,Willesden Lane,+44 20 3561 5854,https://www.facebook.com/kilburnarms,,"Su-Tu, Th 07:30-23:00; We, Fr-Sa 07:30-00:00",,,,,,,0.62,0.95,0,0,0,0,,0,0.85,0,0,0.75,,,,,,ok,,"""The Kilburn Arms"" 99-101 Willesden Lane London pub",https://www.mapquest.com/gb/england/the-kilburn-arms-511684473,"The Kilburn Arms, 99-101 Willesden Lane, NW6, England NW6 7SD, GB - MapQuest",https://www.facebook.com/kilburnarms,0.9,possible_wrong_pub,"One source snippet describes it as a pizzeria, which conflicts with the pub/gastro pub description shown elsewhere; details may be mixed or inaccurate.",
NW6,NW,way,98612270,way/98612270,51.5370482,-0.1919539,The Old Bell,Stonegate,,,,,,,"Old Bell Kilburn London is a friendly pub on 38 High Road in Camden, open daily. It offers delicious food and great drinks, with food served from 10:00 AM to 10:00 PM. The venue is known for showing live sport on multiple full-HD TVs, including Sky, BT Sport and Premier Sport, and it has plenty of TV screens. There’s a large beer garden/outside area for relaxing in summer, plus regular karaoke sessions and quiz nights. The pub also lists live music/live entertainment, real ale, cocktails, and facilities such as accessible and wheelchair access, late licence, and children welcome.",TRUE,TRUE,TRUE,TRUE,,,,Kilburn High Road,,https://www.greatlocalpubs.co.uk/old-bell-kilburn,,,,,,,,,0.86,0,0,0,0.95,0.9,TRUE,0.95,0.95,0.85,0,0,ok,,,,,,,,,,,,,,
NW6,NW,way,76174399,way/76174399,51.5347629,-0.1939961,The Prince of Wales,,https://commons.wikimedia.org/wiki/Special:FilePath/Prince_of_Wales%2C_Kilburn%2C_NW6_(5033714101).jpg,,,,,,,,,,,,,11a,Cambridge Gardens,,,Q26349999,,,,,,,,0.62,0,0.55,0.45,0,0.55,,0.25,0.35,0,0,0,,,,,,ok,,"""The Prince of Wales"" 11a Cambridge Gardens London pub",https://www.pubology.co.uk/pubs/5291.html,Prince of Wales: London Pubology,,0,,Food availability is based on a single visitor review stating no food during a weekday lunchtime, the listing does not provide a definitive menu/kitchen-hours section.
NW6,NW,way,107755382,way/107755382,51.5384106,-0.1912867,The Priory Tavern,,,,,,,,"The Priory Tavern is a unique, historic pub with a 150-year tradition of welcoming people. The kitchen team serves award-winning food six days a week, including must-try Sunday roasts, plus children’s menus. The venue also offers speciality house cocktails inspired by local landmarks and history. It hosts a vibrant calendar of live music and entertainment, including Blues, Jazz, Acoustic sessions, and a weekly quiz night, along with other events such as darts nights and a book club. The pub is located behind Kilburn High Road Overground, a short walk from Kilburn Park Tube Station, with street parking at weekends.",,TRUE,TRUE,,,,250,Belsize Road,+44 20 7624 8044,https://priorytavern.co.uk/,,Tu-Th 17:00-23:00, Fr-Sa 14:00-00:00, Su 13:00-00:00,,,,,0.86,0.95,0,0,0,0.9,,0,0.95,0,0.7,0,ok,,,,,,,,,,,,,,
NW6,NW,way,239482111,way/239482111,51.5462802,-0.1908537,The Railway,Greene King,,,,,,,"The Railway West Hampstead is a Greene King pub perched next to West Hampstead tube station, offering a warm welcome with cold pints and tasty food. It has a menu worth discovering, including pub classics and a hearty Sunday roast with traditional trimmings. The venue is set up for sports fans, with Sky Sports and TNT Sports, and it shows live rugby (Six Nations) and live football, with big-screen match-day atmosphere. Facilities include WiFi, disabled facilities, and a dartboard, and it’s described as dog friendly and family friendly. Booking a table is encouraged for drinks, food and events.",,,TRUE,TRUE,,,100,West End Lane,,https://www.greeneking.co.uk/pubs/greater-london/railway-west-hampstead,,,,,,,,,0.86,0,0,0.78,0,0,TRUE,0.92,0.95,0.9,0.7,0,ok,,,,,,,,,,,,,,
NW6,NW,way,107044526,way/107044526,51.535551,-0.205512,The Salusbury,,,,,,,,"The Salusbury is a pub & dining room in Queens Park at 50–52 Salusbury Road, London. It offers lunch (Thu–Sat) and dinner (Mon–Sat), plus a Sunday roast served on Sundays, with the same menu across the pub and restaurant at lunch. In the evening, the restaurant serves an à la carte menu while the pub has a bar menu. Vegan options are available on request, and drinks are served in the pub seven days a week. The venue also has a private dining room for up to 14 guests. What’s on includes a monthly pub quiz and live music every Sunday evening (with “Single Deck Sundays” record sessions between 4–7 PM).",,TRUE,TRUE,,,,50-52,Salusbury Road,+44 20 7328 3286,https://thesalusbury.co.uk/,,,,,,,,,0.9,0.95,0.2,0,0,0.95,,0,0.95,0,0,0,ok,,,,,,,,,,,,,,
NW6,NW,way,65658313,way/65658313,51.5364781,-0.2049201,Wolfpack,Wildman Project Ltd,,,,,,,"Wolfpack Queens Park is described as “the coolest garage in London” and a quirky tap room for social animals. The venue is set in an ageing garage in Queens Park, transformed into a rustic, characterful space. It offers 8 rotating taps of fresh local craft beer, a wine selection, and a small takeaway menu supplied by a local pizzeria. Guests are also welcome to bring in or order their own food. The page also mentions private hire and provides a drinks menu link.",,,TRUE,,,,53,Lonsdale Road,,https://wolfpackbars.com/queens-park-bar/,,Tu-Fr 17:00-23:00, Sa 13:00-00:00, Su 13:00-23:00,,,,,0.9,0,0,0,0,0,,0,0.85,0,0,0,ok,,,,,,,,,,,,,,
NW7,NW,way,543924851,way/543924851,51.6162072,-0.2182618,Adam & Eve,,,,,,,,"Set in Mill Hill Village on The Ridgeway, this historic-feeling pub blends cosy character with a modern interior and a wrap-around bar. It’s a great spot for dining as well as a relaxed drinking session, with a strong Sunday-roast reputation and a menu that includes roasts, pies and sharing starters. Head outside to the Victorian walled courtyard garden for sun-trapped drinks and a calmer countryside escape feel—right in NW7. With space to spread out and areas that can be reserved for private functions, it suits everything from family meals to laid-back evenings with friends.",TRUE,,TRUE,,,,,,020 8959 1553,http://www.adamandevemillhill.co.uk,,,,,,,,,0.86,0.9,0.1,0,0.95,0,,0,0.95,0,0,0,,,,,,ok,,"""Adam & Eve"" NW7 London pub",https://www.facebook.com/groups/Insidemillhill/posts/1777806466327809/,The Adam and Eve pub on the Ridgeway in Mill Hill - Facebook,http://www.adamandevemillhill.co.uk,0.95,,,
NW7,NW,node,5762034694,node/5762034694,51.6141423,-0.2490155,Bridge Tavern,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,0,0,0,0,0,TRUE,0.78,0.35,0,0,0,,,,,,ok,,"""Bridge Tavern"" NW7 London pub",https://www.mapquest.com/gb/england/the-bridge-tavern-777553582,"The Bridge Tavern, 9 The Broadway, London, England NW7 3LN, GB - MapQuest",,0,possible_wrong_pub,"One source describes a craft beer pub under the Tyne Bridge with a rooftop beer garden in Newcastle, which appears inconsistent with the NW7 London address and the other sources.",
NW7,NW,supabase,,5bcabdc0-e382-4ec0-9827-ca50d34d1d6d,51.6151,-0.243893,Mill Hill Services Club,Independent,,,,,,1923,,,,,,,,,,(020) 8959 3667,,,,,,,,,,0.72,0.86,0.9,0.55,0,0.7,,0,0.25,0,0,0,,,,,,ok,,"""Mill Hill Services Club"" NW7 London pub",https://ratings.food.gov.uk/business/756896,Mill Hill Services Club | Rating Business Details | Food Hygiene Ratings,https://www.millhillservicesclub.com/contact-us,0.55,,Food availability is not clearly stated, the listing says no menus are currently listed. Official website is inferred from a contact page URL present in the results.
NW7,NW,node,535099403,node/535099403,51.6166359,-0.2594853,Railway Tavern,,,,,,,,"The Railway Tavern is a traditional, family-friendly pub in the heart of Edgware town (northern Greater London). It’s a place to catch up in the lounge or relax in the decked garden under festoon lighting. The bar is fully stocked with a wide range of drinks, from world lagers and spirits to wines and cocktails. The pub also promotes live sports viewing, including World Cup live here and regular football match showings. There are frequent events such as Jukebox Night every Saturday, DJ nights (e.g., Disco 2000), and bingo nights.",TRUE,TRUE,,,,,129,Hale Lane,2086296600,https://www.railwaymillhill.com,,Mo-Th 11:30-23:00, Fr-Sa 11:30-25:00, Su 11:30-22:30,,,,,0.86,0.98,0,0,0.9,0.85,TRUE,0.95,0,0,0,0,ok,,,,,,,,,,,,,,
NW7,NW,way,543124606,way/543124606,51.6271027,-0.2418339,The Rising Sun,Punch Pubs,https://commons.wikimedia.org/wiki/Special:FilePath/The_Rising_Sun_-_geograph.org.uk_-_1748812.jpg,,,,,,"The Rising Sun is a neighbourhood pub and dining rooms in Mill Hill, described as dating back to the 16th century and run by the Delnevo brothers. It’s known for “delicious cuisine and excellent service”, with a menu inspired by Italian heritage and an Asian influence. The pub is noted for flavourful pizzas, and on Sundays offers both an a la carte menu and a Sunday roast. There’s also a “Dine@Home” option to collect food or order via Uber Eats and Deliveroo. Reservations are available for lunch or dinner, and the site notes they do not accept reservations for drinks only.",,,TRUE,,,,137,Marsh Lane,+44-20-8959-1357,http://www.therisingsunmillhill.com/,Q17361864,,,,,,,,0.9,0.95,0.2,0.85,0,0,,0,0.95,0,0,0,ok,,,,,,,,,,,,,,
NW7,NW,way,813087122,way/813087122,51.621437,-0.233887,The Three Hammers,Ember Inns,,,,,,,"The Three Hammers is a classic British pub in Hammers Lane, London, positioned as a great place to enjoy quality pub food with family and friends. The page highlights a fixed-price lunch and dinner menu, plus buffet choices, a kids menu, and vegetarian & vegan options, along with a special Sunday menu. It also mentions a sunny beer garden and that the pub is dog friendly. The venue is described as easily accessible with plenty of free on-site car parking, and it lists opening hours from 11am through late each day.",TRUE,,TRUE,TRUE,,,,,020 8959 2173,https://www.emberinns.co.uk/nationalsearch/london/the-three-hammers-hammers-lane,,,,,,,,,0.9,0.95,0,0.35,0.95,0,,0,0.95,0.95,0,0,ok,,,,,,,,,,,,,,
NW8,NW,way,365916813,way/365916813,51.5282804,-0.1735404,Lord's Tavern,,,,,,,,,,,,,,,,St John's Wood Road,+44 20 7616 8689,,,Mo-Sa 11:00-23:00, Su 11:00-22:00,,,,,,0.45,0,0,0,0,0,,0,0,0,0,0,,,,,,ok,,"""Lord's Tavern"" St John's Wood Road London pub",https://lords-tavern.wheree.com/,"Lord's Tavern - Reviews, Photos & Phone Number - Updated ...",,0,other_concern,"The provided content is largely generic image/search material and a short description; it does not include concrete pub-amenity details (food, sport on TV, events, phone, or official site).",
NW8,NW,supabase,,311057d3-05ea-4386-a013-aae81b860996,51.5354,-0.166171,New Inn,Independent,,,,,,,"Tucked away in the back streets of St John’s Wood, this cosy, family-run gastropub feels like a proper local hideaway. Expect a warm, friendly atmosphere with comfortable loungey seating, up-to-date magazines and board games to use while you relax with a pint, wine or cocktails. The menu leans gastropub classics and more—fish and chips, burgers, plus dishes like venison steak and seabass, with starters, desserts and bar tapas. There are also themed nights and accommodation, making it a great option for everything from catch-ups to a longer stay.",,,TRUE,,,,,,(020) 3667 7300,https://www.newinnlondon.co.uk,,,,,,,,,0.78,0.55,0,0.55,0,0,,0,0.95,0,0.6,0.7,,,,,,ok,,"""New Inn"" NW8 London pub",https://love-london.co.uk/gastropub-the-new-inn-nw8/,"Gastropub: The New Inn, NW8 - Love London",https://www.newinnlondon.co.uk,0.9,name_or_location_mismatch,"One search result describes a different venue as 'The New Inn Pub & Indian Restaurant' at a different address (42-52 Charlbert St., NW8 7BU), which conflicts with the St John’s Wood NW8 6LA details in the main listing.",
NW8,NW,way,366223826,way/366223826,51.5359088,-0.1851735,The Clifton,,,,,,,1846,"The Clifton is a lovingly restored local British pub in London. It began life as a hunting lodge in 1846 before becoming a pub, and it has long been part of the local community, including hosting royalty—King Edward VII was said to use the rooms above the pub. In 2018, local brothers Ben and Ed, along with their childhood friend Adam, bought and restored it, creating a welcoming hub for families and visitors. The food focuses on fresh, local, seasonal ingredients with daily changing specials, and there’s also a curated selection of craft beers and spirits. The pub also runs a quiz night every Monday from 8pm.",,,TRUE,,,,96,Clifton Hill,,https://locipubs.com/clifton/,,,,,,,,,0.92,0,0.78,0.55,0,0,,0,0.95,0,0,0,ok,,,,,,,,,,,,,,
NW8,NW,way,698319681,way/698319681,51.534217,-0.1713195,The Duke Of York,,,,,,,,"The Duke of York is a traditional pub in the heart of St John’s Wood, London, minutes from Abbey Road Studios and right next to Lord’s Cricket Ground. It offers an inviting atmosphere for a meal and a pint, with classic pub dishes alongside some more modern options. The menu includes favourites such as hearty pie, classic fish and chips, a vegetarian option, and a Sunday roast. Alongside food, there’s a wide selection of beers, wines and cocktails. The pub also mentions private functions and is open from 11am Monday to Saturday and 12pm on Sundays.",,,TRUE,,,,2,St. Ann's Terrace,,https://thedukeofyork.com/,,,,,,,,,0.9,0,0,0.55,0,0,,0,0.95,0,0,0,ok,,,,,,,,,,,,,,
NW8,NW,node,721555244,node/721555244,51.5358085,-0.1714893,The Ordnance Arms,Samuel Smith's,,,,,,,"A light, modern-feeling Sam Smith outlet in St John’s Wood, known for a food-led approach with locally sourced pies. Expect a relaxed local vibe, plus outdoor seating in a pleasant garden around the building. While it’s owned by Sam Smith, it’s noted as one of their outlets without cask beer, and there’s mention of a rumour about a handpump that hasn’t materialised. There’s also a strict house policy around swearing and phone/laptop use, aimed at keeping conversation person-to-person.",TRUE,,TRUE,,,,29,Ordnance Hill,020 7722 0278,,,,,,,,,,0.78,0.95,0,0.72,0.9,0,,0,0.85,0,0,0,,,,,,ok,,"""The Ordnance Arms"" 29 Ordnance Hill London pub",https://www.useyourlocal.com/pubs/ordnance-arms-london-nw8-7900/,"Ordnance Arms in London NW8 | Pub in London, NW8",,0,,,
NW8,NW,way,691555964,way/691555964,51.5236964,-0.1701848,The Trader's Inn,,,,,,,,"Set on Church Street in Lisson Grove, this traditional London pub is known for a welcoming, community-focused atmosphere and attentive service. Expect classic pub dishes—think hearty British favourites like fish and chips, burgers and vegetarian options—paired with a selection of beers, wines and spirits. There’s an outdoor terrace for warmer days, and the venue regularly runs social nights such as quiz events and live music, making it a solid spot for an easy catch-up or a laid-back evening out.",TRUE,TRUE,TRUE,,,,52,Church Street,,,,,,,,,,,0.78,0,0.55,0.45,0.9,0.85,,0,0.9,0,0,0,,,,,,ok,,"""The Trader's Inn"" 52 Church Street London pub",https://www.novacircle.com/spots/europe/united-kingdom/london-borough-of-westminster/london/london/the-traders-inn-064c01,"The Trader's Inn: Authentic London Pub in Lisson Grove, Near Baker Street",,0,,,
NW8,NW,node,12599552601,node/12599552601,51.5241025,-0.1746223,Three Falcons Indian Gastropub,,,,,,,,"Three Falcons is a lively, friendly English pub in London, described as an “ultimate destination” for Indian food near Lord’s cricket stadium. It offers a fine dining Indian restaurant experience with a diverse menu of authentic flavours, alongside classic, quintessentially British food offerings with seasonal menus. The pub has a relaxed, welcoming neighbourhood atmosphere, with a wide range of local London craft ales, beers, select gins, classic Champagnes and curated wines. Upstairs are 23 recently re-furnished, fully en-suite bedrooms, with breakfast included. It’s also positioned as a venue for celebrations and business meetings.",,,TRUE,,,TRUE,,Orchardson Street,447700012345,https://threefalcons.com/,,Mo-Su 12:00-23:00,,,,,,,0.86,0.95,0,0,0,0,,0,0.9,0,0,0.95,ok,,,,,,,,,,,,,,
NW9,NW,way,199925624,way/199925624,51.5932331,-0.2554072,Chandos Arms,,,,,,,,"The Chandos Arms is a friendly neighbourhood pub in Colindale. It’s known for big-screen sports, karaoke nights, DJs, bingo, and live music, creating a proper community atmosphere. The pub also serves fresh food daily, with a menu featuring burgers and pizzas made with fresh, high-quality ingredients. Kitchen opening times are listed for weekdays and weekends, and there are current opening times for the venue throughout the week.",,TRUE,TRUE,,,,31,Colindale Avenue,,https://www.chandosarms.co.uk/,,,,,,,,,0.9,0,0,0,0,0.9,TRUE,0.85,0.95,0,0,0,ok,,,,,,,,,,,,,,
NW9,NW,node,10924079510,node/10924079510,51.5871138,-0.2514525,Erins Hope,,,,,,,,"An open-plan Irish pub with a raised stage at the back for regular live music, plus a lively bar area with wood panelling and air conditioning. It’s set up for sports fans too, with multiple large screen TVs and projectors showing football, rugby and Gaelic sports. Food is a strong draw—Sunday lunches are especially popular—so you can drop in for a pint and a bite. Expect a friendly, local atmosphere with seating for different ages, and festive touches around St Patrick’s Day.",,TRUE,,,,,189,Edgware Road,442082058594,,,,,,,,,,0.78,0.86,0,0,0,0.9,TRUE,0.92,0.74,0,0,0,,,,,,ok,,"""Erins Hope"" 189 Edgware Road London pub",https://www.pubsaroundme.com/merchants/erins-hope-189-edgware-rd,"Erins Hope - pub in London, England ⭐ 4.0/5 | Pubs Around Me",,0,,,
NW9,NW,node,3196094985,node/3196094985,51.6020997,-0.2448176,Hind and Hart,,,,,,,,,,,,,,,,,0871 951 1000,,,,,,,,,,0.55,0.9,0.45,0.55,0,0,,0,0.6,0,0,0,,,,,,ok,,"""Hind and Hart"" NW9 London pub",https://www.mapquest.com/gb/england/the-hind-hart-798537592,"The Hind & Hart, NW9, England NW9 5XA, GB - MapQuest",,0,,,
NW9,NW,node,6284663193,node/6284663193,51.5846271,-0.2800026,J.J. Moon's,Wetherspoon,,,,,,,"J.J. Moon’s is a Wetherspoon pub at 553 Kingsbury Road, Kingsbury (Brent), open from early morning until late at night. The page highlights facilities including Wi‑Fi, TV screens and Racing TV, plus step-free access. There’s a children’s meals offer (£4.99 and £5.75 options) and the pub’s history is described: it sits in a parade of shops built in c1950, with the name J.J. Moon’s inspired by George Orwell’s “Moon Under Water”. The venue also promotes ordering food and drinks via the Wetherspoon app.",,,,,,,553,Kingsbury Road,020 8204 9675,https://www.jdwetherspoon.com/pubs/j-j-moons-kingsbury/,Q88916793,,,,,,,,0.78,0.98,0,0.72,0,0,,0.74,0.7,0,0,0,ok,,,,,,,,,,,,,,
NW9,NW,node,1324709953,node/1324709953,51.5965783,-0.2428256,The Beaufort,Young's,,,,,,,"The Beaufort is a traditional British pub in the heart of Beaufort Park (Colindale/Hendon area). It serves fresh, seasonal food from brunch through to dinner, alongside a wide selection of beers, wines, spirits and soft drinks. There’s an outdoor terrace for easy eating and drinking, described as ideal for long lunches and evening catch-ups. The pub also highlights live World Cup coverage on big screens and “best place to watch sports” with multi screens, plus Sunday roasts with British farming meats and a veggie option. It offers parties and celebrations, with capacity for sit-down meals and drinks/canapés.",TRUE,,TRUE,,,,2,Heritage Avenue,,https://www.thebeaufortpub.co.uk/,,,,,,,,,0.95,0,0,0.55,0.9,0,TRUE,0.95,0.95,0,0,0,ok,,,,,,,,,,,,,,
NW9,NW,way,627999454,way/627999454,51.5734134,-0.2617569,The George,,,,,,,,"Set on Church Lane in Kingsbury, this traditional London inn is a food-serving pub with a sports-focused setup. Expect Sky Sports and big-screen viewing alongside a classic pub line-up of real ale, Guinness and cocktails, plus wine, cider and tea & coffee. There’s outside seating for relaxed drinks when the weather’s kind, and it runs daily from late morning to 11pm. A solid choice for a classic pub atmosphere with plenty of televised sport and a grill-style food offering.",TRUE,,TRUE,,,,,,020 8205 5153,http://www.thegeorgekingsbury.com/,,,,,,,,,0.78,0.95,0,0,0.85,0,TRUE,0.9,0.9,0,0,0,,,,,,ok,,"""The George"" NW9 London pub",https://www.inapub.co.uk/venues/7838,The George - A  pub serving food with Sky TV  in Kingsbury .,http://www.thegeorgekingsbury.com/,0.9,,,
NW9,NW,way,968208603,way/968208603,51.5835405,-0.2670913,The Green Man,,,,,,,,,,,,,,,125,Slough Lane,7375879878,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,,"""The Green Man"" 125 Slough Lane London pub",https://www.flickr.com/photos/55935853@N00/9444673028,"Green Man, Kingsbury, NW9 | Large old pub, surely one of the… | Flickr",https://www.thegreenmanw1.co.uk/,0.9,name_or_location_mismatch,"The official website shown is thegreenmanw1.co.uk (W1 postcode), while the search context is for 125 Slough Lane NW9. The food/drink text may still refer to the venue, but the postcode mismatch suggests possible cross-listing.",
NW9,NW,way,671115966,way/671115966,51.5874484,-0.2508585,The Moon Under Water,Wetherspoon,https://commons.wikimedia.org/wiki/Special:FilePath/Moon_Under_Water%2C_The_Hyde%2C_NW9_(2554946586).jpg,,,,,,"The Moon Under Water in Colindale (10 Varley Parade) is open from early morning until late at night, with hours listed daily. The pub has facilities including Wi‑Fi, TV screens (including Racing TV), baby changing, and step-free access. Food and drinks can be ordered to your table via the Wetherspoon app, and there is a children’s menu with children’s meals priced at £4.99 and £5.75. The page also includes a “Pub history” section explaining that Moon Under Water pubs link to George Orwell’s fictional pub and that this venue was purpose built as a Woolworths branch, opening in early summer 1939 and closing in 1984.",,,TRUE,,,,10,Varley Parade,+44-20-8200-7611,https://www.jdwetherspoon.com/pubs/the-moon-under-water-colindale,Q88916791,,,,,,,,0.78,0.95,0,0.55,0,0,,0,0.75,0,0,0,ok,,,,,,,,,,,,,,
SE1,SE,node,12997774504,node/12997774504,51.4974018,-0.1039252,Albert Arms,,,,,,,,"The Albert Arms is a historical Georgian pub in Southwark, originally split into two pubs: The Victoria and The Albert. It’s a short walk from Elephant & Castle, Southwark Underground and Waterloo. The pub offers a varied drinks selection including real ales, draught beer, wine and artisan spirits, with a cosy fireplace in the rear bar and summer drinks on the pavement. Food is served via resident Thai kitchen SAAWAROS, with a MAIN MENU in the first-floor restaurant and a BAR MENU in the ground-floor pub, plus famous Sunday roasts. Entertainment is mentioned as something they “often” put on, and bookings are recommended.",,,TRUE,,,,1,Gladstone Street,+44 20 3337 0313,https://www.thealbertarms.co.uk/,,Mo-Tu 16:00-22:00, We-Th 12:00-22:00, Fr-Sa 12:00-24:00, Su 12:00-20:30,,,,0.92,0.9,0,0,0,0,,0,0.98,0,0,0,ok,,,,,,,,,,,,,,
SE1,SE,node,269859953,node/269859953,51.5041075,-0.0753099,Anchor Brewhouse,,https://commons.wikimedia.org/wiki/Special:FilePath/Anchor_Brewhouse%2C_London.jpg,,,,,,,,,,,,,,Shad Thames,,,Q4752667,,,,,,,,0.35,0,0,0,0,0,,0,0,0,0,0,,,,,,ok,,"""Anchor Brewhouse"" Shad Thames London pub",https://irisseverydaylondon.wordpress.com/2015/04/11/the-anchor-brewhouse-in-london-uk/,"Anchor Brewhouse, London SE1 | Iris's Everyday London",,0,other_concern,"The provided markdown is extremely thin (mostly images and a nearest station). It does not include core pub details like food, drinks, events, or contact info.",
